indicator,Área geográfica,País__ESTANDAR,Años__ESTANDAR,Pobreza extrema y pobreza,Sexo__ESTANDAR,Clima educacional del hogar,value,unit,notes_ids,source_id
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2016,Pobreza,Mujeres,Primaria completa,28.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2016,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),3.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2016,Pobreza,Hombres,Terciaria completa,2.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2016,Pobreza,Mujeres,Secundaria completa,11.6,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2016,Pobreza,Hombres,Secundaria completa,13.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2016,Pobreza,Hombres,Secundaria incompleta,23.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Mujeres,Primaria completa,27.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Hombres,Secundaria completa,14.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Hombres,Terciaria completa,2.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Mujeres,Secundaria completa,9.3,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Mujeres,Terciaria completa,0.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Hombres,Primaria incompleta,33.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Hombres,Secundaria incompleta,23.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),7.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Hombres,Primaria completa,44.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),4.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Mujeres,Primaria incompleta,22.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2017,Pobreza,Mujeres,Secundaria incompleta,14.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Hombres,Primaria completa,38.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Hombres,Terciaria completa,2.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Mujeres,Secundaria incompleta,16.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),6.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Mujeres,Secundaria completa,10.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Hombres,Secundaria completa,12.9,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),4.3,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Mujeres,Terciaria completa,1.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Hombres,Primaria incompleta,27.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Mujeres,Primaria incompleta,19.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Hombres,Secundaria incompleta,23.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2018,Pobreza,Mujeres,Primaria completa,28.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Mujeres,Terciaria completa,1.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Mujeres,Primaria completa,24.6,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Hombres,Terciaria completa,2.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Hombres,Secundaria completa,12.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Mujeres,Terciaria completa,7.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),14.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Hombres,Primaria completa,47.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Hombres,Secundaria completa,30.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Mujeres,Primaria completa,36.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Hombres,Primaria incompleta,32.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Hombres,Terciaria completa,8.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Mujeres,Secundaria incompleta,36.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),21.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Hombres,Secundaria incompleta,36.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),6.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Hombres,Primaria incompleta,25.6,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Hombres,Primaria completa,36.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Hombres,Secundaria incompleta,18.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Mujeres,Secundaria completa,9.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),5.6,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Mujeres,Secundaria incompleta,14.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2019,Pobreza,Mujeres,Primaria incompleta,18.3,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Mujeres,Primaria incompleta,27.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2020,Pobreza,Mujeres,Secundaria completa,27.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Hombres,Primaria incompleta,25.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Hombres,Terciaria completa,4.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Mujeres,Secundaria completa,17.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Mujeres,Primaria incompleta,21.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Mujeres,Primaria completa,22.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Hombres,Secundaria completa,18.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),9.8,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Hombres,Primaria completa,30.9,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Mujeres,Terciaria completa,5.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Mujeres,Secundaria incompleta,23.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),10.3,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2021,Pobreza,Hombres,Secundaria incompleta,23.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Hombres,Secundaria incompleta,22.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Mujeres,Primaria incompleta,20.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Mujeres,Secundaria completa,16.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Mujeres,Secundaria incompleta,18.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Mujeres,Primaria completa,23.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),8.2,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Hombres,Primaria incompleta,25.5,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Hombres,Terciaria completa,4.4,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Mujeres,Terciaria completa,3.7,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Hombres,Secundaria completa,15.3,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Hombres,Primaria completa,30.0,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Perú,2022,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),11.1,Porcentaje,8649,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Mujeres,Primaria completa,14.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Hombres,Primaria incompleta,10.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Hombres,Secundaria completa,1.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Mujeres,Secundaria completa,1.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Hombres,Primaria completa,7.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Mujeres,Primaria incompleta,12.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Hombres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Mujeres,Terciaria completa,0.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Mujeres,Secundaria incompleta,8.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2012,Pobreza,Hombres,Secundaria incompleta,3.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Hombres,Secundaria incompleta,3.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Hombres,Terciaria completa,0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Mujeres,Secundaria completa,0.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Hombres,Primaria completa,7.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Hombres,Primaria incompleta,8.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Mujeres,Primaria completa,13.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Mujeres,Secundaria incompleta,8.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Mujeres,Terciaria completa,0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Mujeres,Primaria incompleta,12.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2013,Pobreza,Hombres,Secundaria completa,0.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Hombres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Mujeres,Secundaria completa,1.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Hombres,Secundaria completa,0.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Mujeres,Primaria completa,11.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Hombres,Primaria incompleta,8.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Mujeres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Hombres,Secundaria incompleta,2.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Mujeres,Primaria incompleta,9.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Mujeres,Secundaria incompleta,5.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2014,Pobreza,Hombres,Primaria completa,6.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Mujeres,Terciaria completa,0.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Hombres,Primaria completa,5.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Hombres,Primaria incompleta,6.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Hombres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Mujeres,Secundaria completa,1.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Mujeres,Primaria incompleta,7.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Hombres,Secundaria incompleta,2.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Mujeres,Secundaria incompleta,5.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Mujeres,Primaria completa,10.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2015,Pobreza,Hombres,Secundaria completa,0.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Mujeres,Secundaria completa,0.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Hombres,Primaria completa,4.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Mujeres,Terciaria completa,0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Mujeres,Primaria incompleta,7.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Hombres,Secundaria completa,0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Hombres,Secundaria incompleta,2.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Hombres,Terciaria completa,0.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Hombres,Primaria incompleta,6.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Mujeres,Secundaria incompleta,4.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2016,Pobreza,Mujeres,Primaria completa,10.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Mujeres,Primaria completa,7.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Mujeres,Secundaria completa,0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Hombres,Primaria completa,3.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Hombres,Secundaria completa,0.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Hombres,Terciaria completa,0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Mujeres,Secundaria incompleta,3.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Hombres,Secundaria incompleta,1.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Hombres,Primaria incompleta,3.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Mujeres,Primaria incompleta,5.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2017,Pobreza,Mujeres,Terciaria completa,0.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Uruguay,2018,Pobreza,Mujeres,Secundaria completa,0.6,Porcentaje,,26
