indicator,País__ESTANDAR,Años__ESTANDAR,Sexo__ESTANDAR,Escolaridad (EH),value,unit,notes_ids,source_id
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Hombres,Total,3.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Mujeres,0 a 5 años,2.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Hombres,10 a 12 años,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Hombres,0 a 5 años,0.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Hombres,6 a 9 años,2.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Mujeres,13 años y más,6.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Hombres,13 años y más,3.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Mujeres,6 a 9 años,2.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2018,Mujeres,Total,5.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Hombres,10 a 12 años,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Hombres,13 años y más,4.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Mujeres,0 a 5 años,1.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Hombres,6 a 9 años,2.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Hombres,0 a 5 años,3.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Mujeres,Total,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Mujeres,13 años y más,5.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Mujeres,10 a 12 años,7.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Mujeres,6 a 9 años,3.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2019,Hombres,Total,4.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Mujeres,10 a 12 años,8.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Mujeres,6 a 9 años,3.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Mujeres,13 años y más,10.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Hombres,13 años y más,5.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Hombres,10 a 12 años,5.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Hombres,0 a 5 años,2.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Hombres,6 a 9 años,1.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Mujeres,Total,7.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Mujeres,0 a 5 años,2.3,Tasa anual media,13639,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2020,Hombres,Total,4.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Mujeres,0 a 5 años,3.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Mujeres,Total,8.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Mujeres,10 a 12 años,11.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Hombres,Total,5.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Hombres,10 a 12 años,6.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Hombres,13 años y más,6.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Mujeres,13 años y más,8.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Hombres,0 a 5 años,3.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Mujeres,6 a 9 años,5.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2021,Hombres,6 a 9 años,3.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Hombres,13 años y más,5.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Mujeres,6 a 9 años,3.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Mujeres,0 a 5 años,2.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Hombres,0 a 5 años,3.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Hombres,10 a 12 años,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Hombres,Total,4.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Mujeres,Total,6.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Mujeres,13 años y más,6.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Mujeres,10 a 12 años,7.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Ecuador,2022,Hombres,6 a 9 años,2.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Hombres,0 a 5 años,6.5,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Hombres,13 años y más,2.6,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Mujeres,6 a 9 años,4.4,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Mujeres,0 a 5 años,3.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Hombres,10 a 12 años,6.4,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Mujeres,10 a 12 años,10.3,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Mujeres,13 años y más,6.6,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Hombres,6 a 9 años,3.5,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Hombres,Total,4.6,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2012,Mujeres,Total,6.8,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Hombres,10 a 12 años,6.4,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Hombres,6 a 9 años,7.3,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Hombres,13 años y más,4.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Hombres,Total,5.8,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Hombres,0 a 5 años,4.6,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Mujeres,13 años y más,4.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Mujeres,10 a 12 años,8.7,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Mujeres,Total,6.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Mujeres,6 a 9 años,6.7,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2013,Mujeres,0 a 5 años,4.2,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Mujeres,6 a 9 años,9.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Hombres,Total,5.8,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Hombres,13 años y más,5.1,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Hombres,6 a 9 años,4.7,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Mujeres,13 años y más,6.8,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Hombres,10 a 12 años,6.5,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Mujeres,10 a 12 años,12.3,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Hombres,0 a 5 años,7.6,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Mujeres,0 a 5 años,8.6,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2014,Mujeres,Total,9.1,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Hombres,6 a 9 años,7.1,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Hombres,13 años y más,3.9,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Hombres,0 a 5 años,6.5,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Mujeres,10 a 12 años,9.9,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Mujeres,0 a 5 años,3.2,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Hombres,Total,6.3,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Mujeres,13 años y más,5.2,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Mujeres,6 a 9 años,6.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Mujeres,Total,6.7,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2015,Hombres,10 a 12 años,7.3,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Mujeres,0 a 5 años,7.8,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Mujeres,13 años y más,6.7,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Hombres,13 años y más,5.8,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Mujeres,6 a 9 años,8.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Hombres,0 a 5 años,5.5,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Mujeres,10 a 12 años,11.0,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Hombres,6 a 9 años,5.9,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Hombres,Total,6.4,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Hombres,10 a 12 años,7.5,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2016,Mujeres,Total,8.3,Tasa anual media,337,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Mujeres,Total,6.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Hombres,0 a 5 años,6.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Hombres,10 a 12 años,7.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Hombres,6 a 9 años,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Mujeres,13 años y más,4.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Hombres,13 años y más,3.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Mujeres,6 a 9 años,7.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Mujeres,10 a 12 años,8.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Hombres,Total,5.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2017,Mujeres,0 a 5 años,4.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Hombres,0 a 5 años,4.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Mujeres,13 años y más,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Hombres,6 a 9 años,5.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Hombres,Total,6.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Mujeres,0 a 5 años,11.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Hombres,10 a 12 años,10.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Mujeres,10 a 12 años,10.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Hombres,13 años y más,3.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Mujeres,6 a 9 años,5.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2018,Mujeres,Total,7.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Hombres,0 a 5 años,9.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Mujeres,10 a 12 años,12.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Mujeres,13 años y más,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Hombres,10 a 12 años,5.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Hombres,6 a 9 años,4.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Mujeres,0 a 5 años,6.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Mujeres,6 a 9 años,8.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Hombres,Total,4.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Mujeres,Total,8.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2019,Hombres,13 años y más,2.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Hombres,13 años y más,4.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Mujeres,13 años y más,7.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Hombres,6 a 9 años,7.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Hombres,Total,6.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Mujeres,10 a 12 años,18.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Hombres,10 a 12 años,7.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Mujeres,6 a 9 años,12.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Mujeres,0 a 5 años,4.6,Tasa anual media,13639,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Mujeres,Total,11.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2020,Hombres,0 a 5 años,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Hombres,0 a 5 años,3.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Mujeres,0 a 5 años,4.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Mujeres,6 a 9 años,10.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Mujeres,10 a 12 años,15.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Mujeres,13 años y más,8.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Hombres,13 años y más,6.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Hombres,10 a 12 años,7.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Mujeres,Total,10.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Hombres,6 a 9 años,5.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2021,Hombres,Total,6.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Hombres,6 a 9 años,4.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Mujeres,10 a 12 años,11.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Mujeres,0 a 5 años,10.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Hombres,Total,5.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Mujeres,6 a 9 años,9.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Mujeres,13 años y más,3.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Mujeres,Total,7.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Hombres,13 años y más,4.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Hombres,0 a 5 años,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Paraguay,2022,Hombres,10 a 12 años,6.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Hombres,13 años y más,3.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Hombres,10 a 12 años,3.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Mujeres,13 años y más,5.5,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Hombres,0 a 5 años,2.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Mujeres,Total,5.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Mujeres,10 a 12 años,6.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Hombres,Total,3.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Mujeres,6 a 9 años,6.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Mujeres,0 a 5 años,1.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2012,Hombres,6 a 9 años,4.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Hombres,0 a 5 años,2.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Hombres,Total,4.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Mujeres,6 a 9 años,5.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Mujeres,0 a 5 años,2.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Hombres,13 años y más,4.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Mujeres,10 a 12 años,6.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Mujeres,Total,5.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Hombres,6 a 9 años,3.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Hombres,10 a 12 años,3.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2013,Mujeres,13 años y más,6.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Hombres,13 años y más,4.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Mujeres,0 a 5 años,1.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Mujeres,6 a 9 años,4.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Hombres,10 a 12 años,4.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Hombres,Total,3.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Mujeres,10 a 12 años,5.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Hombres,0 a 5 años,1.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Hombres,6 a 9 años,3.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Mujeres,13 años y más,5.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2014,Mujeres,Total,4.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Hombres,0 a 5 años,1.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Mujeres,0 a 5 años,1.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Hombres,Total,4.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Hombres,13 años y más,4.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Mujeres,Total,4.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Mujeres,13 años y más,5.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Mujeres,6 a 9 años,4.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Hombres,6 a 9 años,4.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Hombres,10 a 12 años,4.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2015,Mujeres,10 a 12 años,4.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Hombres,6 a 9 años,4.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Hombres,0 a 5 años,2.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Mujeres,6 a 9 años,5.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Hombres,10 a 12 años,4.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Mujeres,0 a 5 años,1.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Mujeres,10 a 12 años,6.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Hombres,Total,4.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Mujeres,13 años y más,6.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Mujeres,Total,5.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2016,Hombres,13 años y más,5.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Mujeres,13 años y más,6.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Mujeres,0 a 5 años,1.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Hombres,Total,4.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Hombres,0 a 5 años,2.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Hombres,13 años y más,5.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Mujeres,6 a 9 años,4.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Mujeres,10 a 12 años,5.5,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Hombres,6 a 9 años,5.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Hombres,10 a 12 años,4.5,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2017,Mujeres,Total,4.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Hombres,10 a 12 años,3.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Hombres,0 a 5 años,2.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Mujeres,Total,5.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Mujeres,10 a 12 años,5.7,Tasa anual media,8649,26
